,Name,Awards,Tittles,Year
5481,Ian McKellen,Nominee Saturn Award,Best Supporting Actor,2004
5482,Ian McKellen,Winner Saturn Award,Best Supporting Actor,2002
5483,Ian McKellen,Winner Saturn Award,Best Supporting Actor,1999
5484,Ian McKellen,Winner Annie,Best Voice Acting in an Animated Feature Production,2007
5485,Ian McKellen,Winner Honorary Golden Berlin Bear,None,2006
5486,Ian McKellen,Nominee Blockbuster Entertainment Award,Favorite Villain (Internet Only),2001
5487,Ian McKellen,Nominee BAFTA TV Award,Best Supporting Actor,2016
5488,Ian McKellen,Nominee BAFTA Film Award,Best Performance by an Actor in a Supporting Role,2004
5489,Ian McKellen,Nominee BAFTA Film Award,Best Performance by an Actor in a Leading Role,2002
5490,Ian McKellen,Nominee BAFTA Film Award,Best Screenplay - Adapted,1997
5491,Ian McKellen,Nominee BAFTA Film Award,Best Performance by an Actor in a Leading Role,1997
5492,Ian McKellen,Winner Variety Award,None,2003
5493,Ian McKellen,Winner British Independent Film Award,Best Actor,1999
5494,Ian McKellen,Winner Critics Choice Award,Best Acting Ensemble,2004
5495,Ian McKellen,Winner Critics Choice Award,Best Actor,1999
5496,Ian McKellen,Winner CableACE,Supporting Actor in a Movie or Miniseries,1995
5497,Ian McKellen,Winner CFCA Award,Best Actor,1999
5498,Ian McKellen,Winner Maverick Tribute Award,None,2002
5499,Ian McKellen,Nominee Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie,2010
5500,Ian McKellen,Nominee Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie,2009
5501,Ian McKellen,Nominee Primetime Emmy,Outstanding Guest Actor in a Comedy Series,2007
5502,Ian McKellen,Nominee Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Special,1996
5503,Ian McKellen,Nominee Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Special,1994
5504,Ian McKellen,Winner European Film Award,European Actor of the Year,1996
5505,Ian McKellen,Winner Evening Standard British Film Award,Best Film,1997
5506,Ian McKellen,Winner FFCC Award,Best Actor,1999
5507,Ian McKellen,Nominee Genie,Best Performance by an Actor in a Leading Role,2005
5508,Ian McKellen,Winner Stephen F,None,1993
5509,Ian McKellen,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,1999
5510,Ian McKellen,Winner Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television",1997
5511,Ian McKellen,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,1996
5512,Ian McKellen,Nominee Satellite Award,Best Actor in a Miniseries or a Motion Picture Made for Television,2009
5513,Ian McKellen,Nominee Golden Satellite Award,"Best Performance by an Actor in a Supporting Role, Drama",2002
5514,Ian McKellen,Nominee Golden Satellite Award,"Best Actor in a Motion Picture, Drama",1999
5515,Ian McKellen,Nominee Golden Satellite Award,"Best Actor in a Supporting Role in a Motion Picture, Comedy or Musical",1997
5516,Ian McKellen,Nominee Golden Satellite Award,"Best Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television",1997
5517,Ian McKellen,Winner Independent Spirit Award,Best Male Lead,1999
5518,Ian McKellen,Nominee Audience Award,Best International Actor,2007
5519,Ian McKellen,Winner KCFCC Award,Best Actor,1998
5520,Ian McKellen,Winner Outfest Achievement Award,None,1998
5521,Ian McKellen,Winner ALFS Award,British Actor of the Year,1997
5522,Ian McKellen,Winner LAFCA Award,Best Actor,1998
5523,Ian McKellen,Nominee MTV Movie Award,Best Fight,2002
5524,Ian McKellen,Winner NBR Award,Best Acting by an Ensemble,2003
5525,Ian McKellen,Winner NBR Award,Best Actor,1998
5526,Ian McKellen,Nominee NSFC Award,Best Actor,1999
5527,Ian McKellen,Nominee NYFCC Award,Best Actor,1998
5528,Ian McKellen,Nominee OFCS Award,Best Actor,2015
5529,Ian McKellen,Winner OFCS Award,Best Ensemble,2003
5530,Ian McKellen,Nominee OFCS Award,Best Supporting Actor,2002
5531,Ian McKellen,Winner OFCS Award,Best Actor,1999
5532,Ian McKellen,Winner RTS Television Award,Best Performance,1983
5533,Ian McKellen,Winner SDFCS Award,Best Actor,1998
5534,Ian McKellen,Winner Donostia Lifetime Achievement Award,None,2009
5535,Ian McKellen,Winner Silver Seashell,Best Actor,1998
5536,Ian McKellen,Winner Actor,Outstanding Performance by a Cast in a Motion Picture,2004
5537,Ian McKellen,Nominee Actor,Outstanding Performance by the Cast of a Theatrical Motion Picture,2003
5538,Ian McKellen,Winner Actor,Outstanding Performance by a Male Actor in a Supporting Role,2002
5539,Ian McKellen,Nominee Actor,Outstanding Performance by the Cast of a Theatrical Motion Picture,2002
5540,Ian McKellen,Nominee Actor,Outstanding Performance by a Male Actor in a Leading Role,1999
5541,Ian McKellen,Nominee Golden Space Needle Award,Best Actor,2015
5542,Ian McKellen,Nominee SFX Award,Best SF or Fantasy Film Actor,2003
5543,Ian McKellen,Nominee SEFCA Award,Best Actor,1999
5544,Ian McKellen,Nominee Teen Choice Award,Movies - Choice Sleazebag,2006
5545,Ian McKellen,Nominee Teen Choice Award,Choice Movie Villain,2003
5546,Ian McKellen,Nominee TFCA Award,"Best Supporting Performance, Male",2001
5547,Ian McKellen,Winner TFCA Award,"Best Performance, Male",1998
5548,Ian McKellen,Winner Lifetime Achievement Award,None,2010
5549,Ian McKellen,Nominee Empire Award,Best British Actor,2004
5550,Ian McKellen,Nominee Empire Award,Best British Actor,2003
5551,Ian McKellen,Nominee Empire Award,Best British Actor,2002
5552,Ian McKellen,Nominee SFFCC Award,Best Actor,2015
5553,Ian McKellen,Nominee PFCS Award,Best Ensemble Acting,2004
5554,Ian McKellen,Winner PFCS Award,Best Acting Ensemble,2003
5555,Ian McKellen,Winner PFCS Award,Best Acting Ensemble,2002
5556,Ian McKellen,Winner Chlotrudis Award,Best Actor,1999
5557,Ian McKellen,Nominee Chlotrudis Award,Best Actor,1996
5558,Ian McKellen,Nominee Chainsaw Award,Best Actor,1999
5559,Ian McKellen,Nominee DVD Premiere Award,"Best Audio Commentary, New Release",2003
5560,Ian McKellen,Nominee SLFCA Award,Best Actor,2015
5561,Ian McKellen,Nominee Scream Award,Most Vile Villain,2006
5562,Ian McKellen,Winner CinEuphoria,Career - Honorary Award,2020
5563,Ian McKellen,Winner CinEuphoria,Freedom of Expression - Honorary Award,2015
5564,Ian McKellen,Nominee CinEuphoria,Best Ensemble - International Competition,2014
5565,Ian McKellen,Winner Timeless Award,None,2013
5566,Ian McKellen,Winner Critics Award,Best Foreign Actor (Melhor Ator Estrangeiro),2000
5567,Ian McKellen,Winner Audience Award,Best Foreign Actor (Melhor Ator Estrangeiro),2000
5568,Ian McKellen,Nominee OFTA Film Award,Best Actor,2016
5569,Ian McKellen,Winner OFTA Television Award,Best Actor in a Motion Picture or Miniseries,2009
5570,Ian McKellen,Nominee OFTA Television Award,Best Guest Actor in a Comedy Series,2007
5571,Ian McKellen,Nominee OFTA Film Award,Best Supporting Actor,2002
5572,Ian McKellen,Winner OFTA Film Award,Best Actor,1999
5573,Ian McKellen,Winner ACCA,Best Cast Ensemble,2003
5574,Ian McKellen,Nominee ACCA,Best Cast Ensemble,2002
5575,Ian McKellen,Winner ACCA,Best Actor in a Supporting Role,2001
5576,Ian McKellen,Winner ACCA,Best Cast Ensemble,2001
5577,Ian McKellen,Nominee ACCA,Best Actor in a Leading Role,1998
5578,Ian McKellen,Winner Golden Schmoes,Best Supporting Actor of the Year,2001
5579,Ian McKellen,Nominee NCFCA Award,Best Actor,2016
5580,Ian McKellen,Nominee Gold Derby Film Award,Supporting Actor of the Decade,2010
5581,Ian McKellen,Nominee Gold Derby TV Award,TV Movie/Mini Actor of the Decade,2010
5582,Ian McKellen,Nominee Gold Derby TV Award,TV Movie/Mini Actor,2010
5583,Ian McKellen,Nominee Gold Derby TV Award,Comedy Guest Actor of the Decade,2010
5584,Ian McKellen,Nominee Gold Derby TV Award,TV Movie/Mini Actor,2009
5585,Ian McKellen,Nominee Movies for Grownups Award,Best Supporting Actor,2019
5586,Ian McKellen,Nominee Movies for Grownups Award,Best Actor,2016
5587,Ian McKellen,Nominee Queerty,Film Performance,2020
5588,Ian McKellen,Winner British LGBT Award,Global Icon,2016
5589,Ian McKellen,Nominee D,Best Foreign Actor,2016
5590,Ian McKellen,Winner Clarence Derwent Award,Best supporting Male (UK),1966
5591,Antonio Banderas,Nominee Oscar,Best Performance by an Actor in a Leading Role,2020
5592,Antonio Banderas,Nominee Saturn Award,Best Actor,2012
5593,Antonio Banderas,Winner ALMA Award,Favorite Movie Actor,2011
5594,Antonio Banderas,Nominee ALMA Award,Outstanding Actor in a Motion Picture,2002
5595,Antonio Banderas,Winner Anthony Quinn Award for Achievement in Motion Pictures,None,2002
5596,Antonio Banderas,Winner ALMA Award,Outstanding Actor in a Feature Film,2000
5597,Antonio Banderas,Winner ALMA Award,Outstanding Director of a Feature Film,2000
5598,Antonio Banderas,Nominee Annie,Voice Acting in an Animated Feature Production,2005
5599,Antonio Banderas,Winner Label Europa Cinemas,None,2007
5600,Antonio Banderas,Nominee Blockbuster Entertainment Award,Favorite Actor - Action/Adventure,1999
5601,Antonio Banderas,Nominee Critics Choice Award,Best Actor,2020
5602,Antonio Banderas,Nominee Critics Choice Award,Best Actor in a Movie Made for Television or Limited Series,2019
5603,Antonio Banderas,Winner Best Actor,None,2019
5604,Antonio Banderas,Winner Golden India Catalina,Best Actor (Mejor Actor),1991
5605,Antonio Banderas,Winner Honorary Grand Prize,None,2014
5606,Antonio Banderas,Nominee CFCA Award,Best Actor,2019
5607,Antonio Banderas,Winner Golden Medal,None,2023
5608,Antonio Banderas,Winner CEC Award,Best Actor (Mejor Actor),2020
5609,Antonio Banderas,Nominee DFWFCA Award,Best Actor,2019
5610,Antonio Banderas,Nominee Primetime Emmy,Outstanding Lead Actor in a Limited Series or Movie,2018
5611,Antonio Banderas,Nominee Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie,2004
5612,Antonio Banderas,Winner European Film Award,European Actor,2019
5613,Antonio Banderas,Winner Outstanding European Achievement in World Cinema,None,1999
5614,Antonio Banderas,Nominee Outstanding European Achievement in World Cinema,None,1998
5615,Antonio Banderas,Winner EFA People,Best European Actor,1998
5616,Antonio Banderas,Nominee FFCC Award,Best Actor,2019
5617,Antonio Banderas,Winner Fotogramas de Plata,Best Movie Actor (Mejor Actor de Cine),2020
5618,Antonio Banderas,Nominee Fotogramas de Plata,Best Movie Actor (Mejor Actor de Cine),2012
5619,Antonio Banderas,Nominee Fotogramas de Plata,Best Movie Actor (Mejor Actor de Cine),1996
5620,Antonio Banderas,Nominee Fotogramas de Plata,Best Movie Actor (Mejor Actor de Cine),1994
5621,Antonio Banderas,Nominee Fotogramas de Plata,Best Movie Actor (Mejor Actor de Cine),1993
5622,Antonio Banderas,Winner Vanguard Award,None,2004
5623,Antonio Banderas,Winner Golden Apple,Male Discovery of the Year,1995
5624,Antonio Banderas,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,2020
5625,Antonio Banderas,Nominee Golden Globe,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,2019
5626,Antonio Banderas,Nominee Golden Globe,Best Performance by an Actor in a Miniseries or a Motion Picture Made for Television,2004
5627,Antonio Banderas,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,1999
5628,Antonio Banderas,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,1997
5629,Antonio Banderas,Nominee Satellite Award,"Best Actor in a Motion Picture, Drama",2019
5630,Antonio Banderas,Winner Goya,Best Lead Actor (Mejor Actor Protagonista),2020
5631,Antonio Banderas,Winner Honorary Goya,None,2015
5632,Antonio Banderas,Nominee Goya,Best Animation Film (Mejor Película de Animación),2014
5633,Antonio Banderas,Nominee Goya,Best Lead Actor (Mejor Actor Principal),2012
5634,Antonio Banderas,Nominee Goya,Best Lead Actor (Mejor Actor Protagonista),1997
5635,Antonio Banderas,Winner Hollywood Film Award,Actor of the Year,2019
5636,Antonio Banderas,Winner Imagen Award,Best Voice-Over Actor - Feature Film,2023
5637,Antonio Banderas,Nominee Imagen Award,Best Actor - Feature Film,2019
5638,Antonio Banderas,Nominee Imagen Award,Best Actor - Television,2018
5639,Antonio Banderas,Winner Imagen Award,Best Actor - Feature Film,2016
5640,Antonio Banderas,Winner Imagen Award,Best Actor,2006
5641,Antonio Banderas,Winner Festival President,None,2009
5642,Antonio Banderas,Nominee Blimp Award,Favorite Voice from an Animated Movie,2012
5643,Antonio Banderas,Nominee Blimp Award,Favorite Male Action Hero,2002
5644,Antonio Banderas,Nominee ALFS Award,Actor of the Year,2020
5645,Antonio Banderas,Winner LAFCA Award,Best Actor,2019
5646,Antonio Banderas,Winner M,None,2017
5647,Antonio Banderas,Winner Honorary Golden Biznaga,None,2017
5648,Antonio Banderas,Nominee MTV Movie Award,Best Comedic Performance,2005
5649,Antonio Banderas,Nominee MTV Movie Award,Best Fight,1999
5650,Antonio Banderas,Nominee MTV Movie Award,Most Desirable Male,1996
5651,Antonio Banderas,Nominee MTV Movie Award,Best Kiss,1996
5652,Antonio Banderas,Nominee MTV Movie Award,Most Desirable Male,1996
5653,Antonio Banderas,Winner CineMerit Award,Extraordinary Contributions to Motion Pictures As an Art Form,2019
5654,Antonio Banderas,Winner Vision Award,Best Dramatic Performance,2004
5655,Antonio Banderas,Winner NSFC Award,Best Actor,2020
5656,Antonio Banderas,Winner NYFCC Award,Best Actor,2019
5657,Antonio Banderas,Nominee OFCS Award,Best Actor,2020
5658,Antonio Banderas,Winner International Star Award,None,2020
5659,Antonio Banderas,Winner Donostia Lifetime Achievement Award,None,2008
5660,Antonio Banderas,Nominee Actor,Outstanding Performance by a Male Actor in a Television Movie or Limited Series,2019
5661,Antonio Banderas,Winner Taormina Arte Award,None,2004
5662,Antonio Banderas,Nominee TFCA Award,Best Actor,2019
5663,Antonio Banderas,Winner Best Actor,None,1989
5664,Antonio Banderas,Nominee Golden Lion,None,1999
5665,Antonio Banderas,Winner Star on the Walk of Fame,Motion Picture,2005
5666,Antonio Banderas,Nominee NCLR Bravo Award,Outstanding Actor in a Feature Film,1996
5667,Antonio Banderas,Nominee Award of the Spanish Actors Union,"Film: Lead Performance, Male (Protagonista Cine - Categoría Masculina)",2020
5668,Antonio Banderas,Nominee Award of the Spanish Actors Union,"Film: Lead Performance, Male (Protagonista Cine - Categoría Masculina)",2012
5669,Antonio Banderas,Nominee Award of the Spanish Actors Union,Film: Lead Performance (Protagonista Cine),1993
5670,Antonio Banderas,Nominee VES Award,Outstanding Animated Character in an Animated Feature Motion Picture,2012
5671,Antonio Banderas,Nominee VES Award,Outstanding Performance by an Animated Character in an Animated Motion Picture,2005
5672,Antonio Banderas,Nominee VFCC Award,Best Actor,2019
5673,Antonio Banderas,Winner Career Award,None,2022
5674,Antonio Banderas,Winner Sant Jordi,Best Actor in a Spanish Film (Millor actor en pel·lícula espanyola),2020
5675,Antonio Banderas,Winner Sant Jordi,Best Spanish Actor (Mejor Actor Español),1988
5676,Antonio Banderas,Nominee Grace Award,Most Inspiring Performance in Movies,2016
5677,Antonio Banderas,Nominee Chlotrudis Award,Best Actor,2020
5678,Antonio Banderas,Winner Chainsaw Award,Best Actor,2012
5679,Antonio Banderas,Winner Chainsaw Award,Best Supporting Actor,1994
5680,Antonio Banderas,Winner Premio ACE,Cinema - Best Actor,1991
5681,Antonio Banderas,Nominee AFCA Award,Best Actor,2020
5682,Antonio Banderas,Winner Francisco Rabal Award,Best Actor,1986
5683,Antonio Banderas,Winner Ischia Actor Award,Best Actor,2017
5684,Antonio Banderas,Winner ICS Award,Best Actor,2020
5685,Antonio Banderas,Winner Feroz Award,Best Actor in a Leading Role,2020
5686,Antonio Banderas,Winner Festival Award,Best Lead Actor,2017
5687,Antonio Banderas,Nominee EDA Award,Best Actor,2020
5688,Antonio Banderas,Nominee DFCC,Best Actor,2019
5689,Antonio Banderas,Nominee DFCS Award,Best Actor,2020
5690,Antonio Banderas,Nominee CinEuphoria,Best Duo - International Competition,2020
5691,Antonio Banderas,Nominee CinEuphoria,Best Actor - International Competition,2020
5692,Antonio Banderas,Nominee CinEuphoria,Best Ensemble - International Competition,2020
5693,Antonio Banderas,Nominee GAFCA Award,Best Actor,2020
5694,Antonio Banderas,Winner Dorian Award,Film Performance of the Year - Actor,2020
5695,Antonio Banderas,Winner Audience Award,Best Foreign Actor (Melhor Ator Estrangeiro),2012
5696,Antonio Banderas,Winner Platino Award,Best Actor,2020
5697,Antonio Banderas,Winner Honorary Award,None,2015
5698,Antonio Banderas,Nominee OFTA Film Award,Best Voice-Over Performance,2023
5699,Antonio Banderas,Nominee OFTA Film Award,Best Actor,2020
5700,Antonio Banderas,Nominee OFTA Television Award,Best Actor in a Motion Picture or Limited Series,2018
5701,Antonio Banderas,Nominee OFTA Film Award,Best Comedy/Musical Actor,1997
5702,Antonio Banderas,Winner Jos,Best Actor,2020
5703,Antonio Banderas,Nominee ACCA,Best Actor in a Leading Role,2020
5704,Antonio Banderas,Nominee Huading Award,Best Global Actor in a Motion Picture,2020
5705,Antonio Banderas,Nominee BTVA Feature Film Voice Acting Award,Best Male Vocal Performance in a Feature Film,2012
5706,Antonio Banderas,Winner BTVA People,Best Male Vocal Performance in a Feature Film,2012
5707,Antonio Banderas,Nominee BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film,2012
5708,Antonio Banderas,Nominee WFCC Award,Best Actor,2019
5709,Antonio Banderas,Nominee Halfway Award,Best Actor,2022
5710,Antonio Banderas,Winner INOCA,Best Actor,2020
5711,Antonio Banderas,Nominee ICP Award,Best Lead Actor,2019
5712,Antonio Banderas,Nominee Gold Derby Film Award,Lead Actor,2020
5713,Antonio Banderas,Nominee Gold Derby TV Award,TV Movie/Mini Lead Actor,2004
5714,Antonio Banderas,Nominee Movies for Grownups Award,Best Actor,2020
5715,Antonio Banderas,Winner Yoga Award,Worst Spanish Dubbing,1996
5716,Antonio Banderas,Winner ASECAN Award,Best Lead Actor,2020
5717,Antonio Banderas,Winner Anto,Best Male Performance,1999
5718,Antonio Banderas,Nominee AACTA International Award,Best Lead Actor,2020
5719,Antonio Banderas,Nominee HFCS Award,Best Vocal/Motion Capture Performance,2023
5720,Antonio Banderas,Nominee National Film and Television Award,Best Actor,2018
5721,Antonio Banderas,Nominee LEJA Award,Best Voice or Motion Capture Performance,2023
5722,Antonio Banderas,Nominee LEJA Award,Best Performance by an Actor in a Leading Role,2020
5723,Antonio Banderas,Nominee American Film Award,Best Actor,2020
5724,Antonio Banderas,Nominee HCA Award,Best Voice or Motion-Capture Performance,2023
5725,Antonio Banderas,Nominee GWNYFCA Award,Best Actor,2019
5726,Antonio Banderas,Winner D,Best Spanish Actor,2020
5727,Antonio Banderas,Nominee Palmar,Best Lead Actor (Mejor Actor),2020
5728,Antonio Banderas,Nominee CIC Award,Best Actor,2020
5729,Antonio Banderas,Winner SFBAFCC Award,Best Actor,2019
5730,Antonio Banderas,Nominee SFCS Award,Best Actor,2019
5731,Antonio Banderas,Winner ICS Cannes Award,Best Actor,2019
5732,Antonio Banderas,Nominee Odyssey Award,Best Lead Actor,2019
5733,Antonio Banderas,Nominee BFS Award,Best Actor,2020
5734,Antonio Banderas,Winner Honorary Carmen Award,None,2022
5735,Antonio Banderas,Nominee VHS Award,Best Actor,2019
5736,Guy Pearce,Nominee Saturn Award,Best Actor,2002
5737,Guy Pearce,Nominee FCCA Award,Best Actor,2015
5738,Guy Pearce,Nominee FCCA Award,Best Supporting Actor - Male,2011
5739,Guy Pearce,Nominee FCCA Award,Best Actor in a Lead Role,2005
5740,Guy Pearce,Nominee FCCA Award,Best Actor - Male,2002
5741,Guy Pearce,Nominee AFI Award,Best Supporting Actor,2010
5742,Guy Pearce,Nominee AFI International Award,Best Actor,2009
5743,Guy Pearce,Nominee AFI Award,Best Lead Actor,2008
5744,Guy Pearce,Nominee AFI Award,Best Lead Actor,2005
5745,Guy Pearce,Nominee BSFC Award,Best Actor,2001
5746,Guy Pearce,Nominee British Independent Film Award,Best Supporting Actor,2010
5747,Guy Pearce,Nominee CFCA Award,Best Actor,2002
5748,Guy Pearce,Nominee CFCA Award,Most Promising Actor,1998
5749,Guy Pearce,Nominee Daytime Emmy,Outstanding Guest Performance in a Daytime Drama Series,2024
5750,Guy Pearce,Winner Primetime Emmy,Outstanding Supporting Actor in a Miniseries or Movie,2011
5751,Guy Pearce,Nominee Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television",2012
5752,Guy Pearce,Winner Satellite Award,"Best Actor in a Miniseries, Limited Series, or Motion Picture Made for Television",2024
5753,Guy Pearce,Nominee Satellite Award,"Best Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television",2011
5754,Guy Pearce,Nominee Golden Satellite Award,"Best Performance by an Actor in a Motion Picture, Drama",2002
5755,Guy Pearce,Winner Gotham Independent Film Award,Best Ensemble Performance,2009
5756,Guy Pearce,Winner Sierra Award,Best Actor,2002
5757,Guy Pearce,Winner Silver Logie,Most Popular Actor,2022
5758,Guy Pearce,Nominee Silver Logie,Most Popular Actor,2019
5759,Guy Pearce,Nominee Silver Logie,Most Outstanding Actor,2013
5760,Guy Pearce,Nominee Silver Logie,Most Popular Actor,1996
5761,Guy Pearce,Winner Feature Film Award,Best Actor,2001
5762,Guy Pearce,Nominee OFCS Award,Best Actor,2002
5763,Guy Pearce,Winner SDFCS Award,Best Actor,2001
5764,Guy Pearce,Winner Jury Award,Best Motion Picture Ensemble of the Year,2011
5765,Guy Pearce,Nominee Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,2012
5766,Guy Pearce,Winner Actor,Outstanding Performance by a Cast in a Motion Picture,2011
5767,Guy Pearce,Nominee Actor,Outstanding Performance by a Cast,1998
5768,Guy Pearce,Nominee IF Award,Best Actor,2005
5769,Guy Pearce,Nominee PFCS Award,Best Ensemble Acting,2010
5770,Guy Pearce,Nominee PFCS Award,Best Actor in a Leading Role,2002
5771,Guy Pearce,Nominee Chlotrudis Award,Best Actor,2007
5772,Guy Pearce,Nominee Chlotrudis Award,Best Actor,1998
5773,Guy Pearce,Nominee Gold Panda,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,2015
5774,Guy Pearce,Nominee DFCS Award,Best Acting Ensemble,2010
5775,Guy Pearce,Nominee OFTA Television Award,Best Supporting Actor in a Motion Picture or Miniseries,2011
5776,Guy Pearce,Nominee OFTA Film Award,Best Actor,2002
5777,Guy Pearce,Nominee ACCA,Best Cast Ensemble,2009
5778,Guy Pearce,Nominee ACCA,Best Actor in a Leading Role,2001
5779,Guy Pearce,Winner Golden Schmoes,Best Actor of the Year,2001
5780,Guy Pearce,Winner Golden Schmoes,Breakthrough Performance of the Year,2001
5781,Guy Pearce,Nominee Golden Schmoes,Favorite Celebrity of the Year,2001
5782,Guy Pearce,Nominee AFCA Award,Best Actor,2015
5783,Guy Pearce,Winner Gold Derby TV Award,TV Movie/Mini Supporting Actor,2011
5784,Guy Pearce,Nominee Felix,Best Actor,2018
5785,Guy Pearce,Nominee AACTA Award,Best Supporting Actor in a Drama,2024
5786,Guy Pearce,Nominee AACTA Award,Best Lead Actor in a Drama,2021
5787,Guy Pearce,Nominee AACTA Award,Best Lead Actor,2015
5788,Guy Pearce,Nominee AACTA Award,Best Lead Actor,2013
5789,Guy Pearce,Nominee The Equity Award,Outstanding Performance by an Ensemble in a Mini-series or Telemovie,2013
5790,Guy Pearce,Nominee Individual Award,Best Actor,2014
5791,Guy Pearce,Nominee Pena de Prata,Best Ensemble in a Limited Series or Anthology Series or TV Special,2021
5792,Guy Pearce,Nominee Astra Award,Best Supporting Actor in a Broadcast Network or Cable Limited Series or TV Movie,2024
5793,Samuel L. Jackson,Nominee Oscar,Best Actor in a Supporting Role,1995
5794,Samuel L. Jackson,Winner Honorary Award,None,2022
5795,Samuel L. Jackson,Nominee Saturn Award,Best Actor,2016
5796,Samuel L. Jackson,Nominee Saturn Award,Best Supporting Actor,2015
5797,Samuel L. Jackson,Nominee Hollywood Award,Best Supporting Actor,2014
5798,Samuel L. Jackson,Nominee Black Film Award,Best Actor,1999
5799,Samuel L. Jackson,Winner Career Achievement Award,None,1999
5800,Samuel L. Jackson,Winner Black Film Award,Best Actor,1998
5801,Samuel L. Jackson,Nominee Annie,Voice Acting in an Animated Feature Production,2005
5802,Samuel L. Jackson,Winner Bambi,Film - International,2006
5803,Samuel L. Jackson,Winner Silver Berlin Bear,Best Actor,1998
5804,Samuel L. Jackson,Winner BET Award,Lifetime Achievement Award,2016
5805,Samuel L. Jackson,Nominee BET Award,Best Actor,2013
5806,Samuel L. Jackson,Nominee BET Award,Best Actor,2009
5807,Samuel L. Jackson,Nominee BET Award,Best Actor,2005
5808,Samuel L. Jackson,Nominee BET Award,Best Actor,2004
5809,Samuel L. Jackson,Nominee Blockbuster Entertainment Award,Favorite Actor - Action,2001
5810,Samuel L. Jackson,Nominee Blockbuster Entertainment Award,Favorite Actor - Suspense,2001
5811,Samuel L. Jackson,Nominee Blockbuster Entertainment Award,Favorite Actor - Action/Adventure,1999
5812,Samuel L. Jackson,Winner Blockbuster Entertainment Award,Favorite Supporting Actor - Suspense,1997
5813,Samuel L. Jackson,Winner BAFTA Film Award,Best Actor in a Supporting Role,1995
5814,Samuel L. Jackson,Nominee Critics Choice Award,Best Actor in a Limited Series or Movie Made for Television,2023
5815,Samuel L. Jackson,Nominee CableACE,Supporting Actor in a Movie or Miniseries,1995
5816,Samuel L. Jackson,Winner Best Supporting Actor,None,1991
5817,Samuel L. Jackson,Nominee CFCA Award,Best Actor,1995
5818,Samuel L. Jackson,Nominee CFCA Award,Best Supporting Actor,1992
5819,Samuel L. Jackson,Nominee CFCA Award,Most Promising Actor,1992
5820,Samuel L. Jackson,Nominee Primetime Emmy,Outstanding Animated Program (For Programming One Hour or More),2009
5821,Samuel L. Jackson,Nominee Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,1998
5822,Samuel L. Jackson,Nominee Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture,1997
5823,Samuel L. Jackson,Nominee Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture,1995
5824,Samuel L. Jackson,Nominee Golden Globe,Best Performance by an Actor in a Miniseries or Motion Picture Made for Television,1995
5825,Samuel L. Jackson,Nominee Golden Satellite Award,"Best Actor in a Supporting Role in a Motion Picture, Drama",1998
5826,Samuel L. Jackson,Winner Man of the Year,None,1999
5827,Samuel L. Jackson,Winner Achievement in Acting,None,2005
5828,Samuel L. Jackson,Winner Hollywood Film Award,Ensemble of the Year,2015
5829,Samuel L. Jackson,Nominee Image Award,"Outstanding Actor in a Television Movie, Limited Series or Dramatic Special",2024
5830,Samuel L. Jackson,Nominee Image Award,"Outstanding Actor in a Television Movie, Limited Series or Dramatic Special",2023
5831,Samuel L. Jackson,Winner Image Award,Outstanding Character Voice-Over Performance (Television or Film),2019
5832,Samuel L. Jackson,Winner Image Award,Outstanding Supporting Actor in a Motion Picture,2013
5833,Samuel L. Jackson,Nominee Image Award,"Outstanding Actor in a Television Movie, Mini-Series or Dramatic Special",2012
5834,Samuel L. Jackson,Nominee Independent Spirit Award,Best Supporting Male,2011
5835,Samuel L. Jackson,Winner Independent Spirit Award,Best First Feature,1998
5836,Samuel L. Jackson,Nominee Independent Spirit Award,Best Supporting Male,1998
5837,Samuel L. Jackson,Winner Independent Spirit Award,Best Male Lead,1995
5838,Samuel L. Jackson,Winner KCFCC Award,Best Supporting Actor,1991
5839,Samuel L. Jackson,Nominee MTV Movie Award,Best Villain,2016
5840,Samuel L. Jackson,Nominee MTV Movie Award,Best On-Screen Duo,2013
