,Actor,Movie,Year,Genre,Rating
309,Angelina Jolie,Maleficent - Mächte der Finsternis,2019,"['Adventure', 'Drama', 'Family']",6.6
310,Angelina Jolie,Kung Fu Panda 3,2016,"['Animation', 'Action', 'Adventure']",7.1
311,Angelina Jolie,By the Sea,2015,"['Drama', 'Romance']",5.3
312,Angelina Jolie,Maleficent - Die dunkle Fee,2014,"['Action', 'Adventure', 'Drama']",6.9
313,Angelina Jolie,Kung Fu Panda 2,2011,"['Animation', 'Action', 'Adventure']",7.3
314,Angelina Jolie,The Tourist,2010,"['Action', 'Thriller']",6.0
315,Angelina Jolie,Salt,2010,"['Action', 'Thriller']",6.5
316,Angelina Jolie,Wanted,2008,"['Action', 'Crime', 'Thriller']",6.7
317,Angelina Jolie,Der fremde Sohn,2008,"['Biography', 'Crime', 'Drama']",7.7
318,Angelina Jolie,Kung Fu Panda,2008,"['Animation', 'Action', 'Adventure']",7.6
319,Angelina Jolie,Die Legende von Beowulf,2007,"['Animation', 'Action', 'Adventure']",6.3
320,Angelina Jolie,Ein mutiger Weg,2007,"['Biography', 'Drama', 'History']",6.6
321,Angelina Jolie,Der gute Hirte,2006,"['Drama', 'History', 'Thriller']",6.7
322,Angelina Jolie,Mr. & Mrs. Smith,2005,"['Action', 'Comedy', 'Crime']",6.5
323,Angelina Jolie,Alexander,2004,"['Action', 'Biography', 'Drama']",5.6
324,Angelina Jolie,The Fever,2004,['Drama'],5.6
325,Angelina Jolie,Große Haie - Kleine Fische,2004,"['Animation', 'Adventure', 'Comedy']",6.0
326,Angelina Jolie,Sky Captain and the World of Tomorrow,2004,"['Action', 'Adventure', 'Mystery']",6.1
327,Angelina Jolie,Taking Lives - Für Dein Leben würde er töten,2004,"['Crime', 'Mystery', 'Thriller']",6.2
328,Angelina Jolie,Jenseits aller Grenzen,2003,"['Adventure', 'Drama', 'Romance']",6.4
329,Angelina Jolie,Lara Croft - Tomb Raider: Die Wiege des Lebens,2003,"['Action', 'Adventure', 'Fantasy']",5.5
330,Angelina Jolie,Leben oder so ähnlich,2002,"['Comedy', 'Romance']",5.8
331,Angelina Jolie,Original Sin,2001,"['Drama', 'Mystery', 'Romance']",6.0
332,Angelina Jolie,Lara Croft: Tomb Raider,2001,"['Action', 'Adventure', 'Fantasy']",5.8
333,Angelina Jolie,Nur noch 60 Sekunden,2000,"['Action', 'Crime', 'Thriller']",6.5
334,Angelina Jolie,Durchgeknallt,1999,"['Biography', 'Drama']",7.3
335,Angelina Jolie,Der Knochenjäger,1999,"['Crime', 'Drama', 'Mystery']",6.7
336,Angelina Jolie,Turbulenzen - und andere Katastrophen,1999,"['Comedy', 'Drama', 'Romance']",6.0
337,Angelina Jolie,Leben und lieben in L.A.,1998,"['Comedy', 'Drama', 'Romance']",6.9
338,Angelina Jolie,Hell's Kitchen - Vorhof zur Hölle,1998,"['Crime', 'Drama']",4.6
339,Angelina Jolie,Playing God,1997,"['Crime', 'Drama', 'Thriller']",5.6
340,Angelina Jolie,Nichts als Trouble mit den Frauen,1996,"['Comedy', 'Romance', 'Thriller']",5.2
341,Angelina Jolie,Foxfire,1996,"['Drama', 'Romance']",6.1
342,Angelina Jolie,Love Is All There Is,1996,"['Comedy', 'Romance']",5.0
343,Angelina Jolie,Without Evidence,1995,"['Crime', 'Drama', 'Mystery']",3.9
344,Angelina Jolie,Hackers - Im Netz des FBI,1995,"['Crime', 'Drama', 'Romance']",6.2
345,Angelina Jolie,Der Zocker,1982,['Comedy'],5.1
346,Leonardo DiCaprio,Killers of the Flower Moon,2023,"['Crime', 'Drama', 'History']",7.6
347,Leonardo DiCaprio,Don't Look Up,2021,"['Comedy', 'Drama', 'Sci-Fi']",7.2
348,Leonardo DiCaprio,Once Upon a Time... in Hollywood,2019,"['Comedy', 'Drama']",7.6
349,Leonardo DiCaprio,The Revenant,2015,"['Action', 'Adventure', 'Drama']",8.0
350,Leonardo DiCaprio,The Wolf of Wall Street,2013,"['Biography', 'Comedy', 'Crime']",8.2
351,Leonardo DiCaprio,The Great Gatsby,2013,"['Drama', 'Romance']",7.2
352,Leonardo DiCaprio,Django Unchained,2012,"['Comedy', 'Drama', 'Western']",8.5
353,Leonardo DiCaprio,J. Edgar,2011,"['Biography', 'Drama', 'Romance']",6.5
354,Leonardo DiCaprio,Inception,2010,"['Action', 'Adventure', 'Sci-Fi']",8.8
355,Leonardo DiCaprio,Shutter Island,2010,"['Drama', 'Mystery', 'Thriller']",8.2
356,Tom Cruise,Mission: Impossible - Dead Reckoning Teil Eins,2023,"['Action', 'Adventure', 'Thriller']",7.7
357,Tom Cruise,Top Gun: Maverick,2022,"['Action', 'Drama']",8.2
358,Tom Cruise,Mission: Impossible - Fallout,2018,"['Action', 'Adventure', 'Thriller']",7.7
359,Tom Cruise,Barry Seal - Only in America,2017,"['Action', 'Comedy', 'Crime']",7.1
360,Tom Cruise,Die Mumie,2017,"['Action', 'Adventure', 'Fantasy']",5.4
361,Tom Cruise,Jack Reacher: Kein Weg zurück,2016,"['Action', 'Crime', 'Drama']",6.1
362,Tom Cruise,Mission: Impossible - Rogue Nation,2015,"['Action', 'Adventure', 'Thriller']",7.4
363,Tom Cruise,Edge of Tomorrow - Live. Die. Repeat,2014,"['Action', 'Adventure', 'Sci-Fi']",7.9
364,Tom Cruise,Oblivion,2013,"['Action', 'Adventure', 'Sci-Fi']",7.0
365,Tom Cruise,Jack Reacher,2012,"['Action', 'Mystery', 'Thriller']",7.0
366,Tom Cruise,Rock of Ages,2012,"['Comedy', 'Drama', 'Musical']",5.9
367,Tom Cruise,Mission: Impossible - Phantom Protokoll,2011,"['Action', 'Adventure', 'Thriller']",7.4
368,Tom Cruise,Knight and Day,2010,"['Action', 'Adventure', 'Comedy']",6.3
369,Tom Cruise,Operation Walküre - Das Stauffenberg-Attentat,2008,"['Drama', 'History', 'Thriller']",7.1
370,Tom Cruise,Tropic Thunder,2008,"['Action', 'Comedy', 'War']",7.1
371,Tom Cruise,Von Löwen und Lämmern,2007,"['Crime', 'Drama', 'Mystery']",6.2
372,Tom Cruise,Mission: Impossible III,2006,"['Action', 'Adventure', 'Thriller']",6.9
373,Tom Cruise,Krieg der Welten,2005,"['Action', 'Adventure', 'Sci-Fi']",6.5
374,Tom Cruise,Collateral,2004,"['Action', 'Crime', 'Drama']",7.5
375,Tom Cruise,Last Samurai,2003,"['Action', 'Drama']",7.8
376,Tom Cruise,Austin Powers in Goldständer,2002,"['Action', 'Adventure', 'Comedy']",6.2
377,Tom Cruise,Minority Report,2002,"['Action', 'Crime', 'Mystery']",7.6
378,Tom Cruise,Vanilla Sky,2001,"['Fantasy', 'Mystery', 'Romance']",6.9
379,Tom Cruise,Mission: Impossible II,2000,"['Action', 'Adventure', 'Thriller']",6.1
380,Tom Cruise,Magnolia,1999,['Drama'],8.0
381,Tom Cruise,Eyes Wide Shut,1999,"['Drama', 'Mystery', 'Thriller']",7.5
382,Tom Cruise,Jerry Maguire: Spiel des Lebens,1996,"['Comedy', 'Drama', 'Romance']",7.3
383,Tom Cruise,Mission: Impossible,1996,"['Action', 'Adventure', 'Thriller']",7.2
384,Tom Cruise,Interview mit einem Vampir,1994,"['Drama', 'Fantasy', 'Horror']",7.5
385,Tom Cruise,Die Firma,1993,"['Drama', 'Mystery', 'Thriller']",6.9
386,Tom Cruise,Eine Frage der Ehre,1992,"['Drama', 'Thriller']",7.7
387,Tom Cruise,In einem fernen Land,1992,"['Adventure', 'Drama', 'Romance']",6.6
388,Tom Cruise,Tage des Donners,1990,"['Action', 'Drama', 'Sport']",6.1
389,Tom Cruise,Geboren am 4. Juli,1989,"['Biography', 'Drama', 'War']",7.2
390,Tom Cruise,Rain Man,1988,['Drama'],8.0
391,Tom Cruise,Young Guns - Sie fürchten weder Tod noch Teufel,1988,"['Action', 'Drama', 'Western']",6.8
392,Tom Cruise,Cocktail,1988,"['Comedy', 'Drama', 'Romance']",5.9
393,Tom Cruise,Die Farbe des Geldes,1986,"['Drama', 'Sport']",7.0
394,Tom Cruise,Top Gun,1986,"['Action', 'Drama']",6.9
395,Tom Cruise,Legende,1985,"['Adventure', 'Fantasy', 'Romance']",6.3
396,Tom Cruise,Der richtige Dreh,1983,"['Drama', 'Romance', 'Sport']",6.0
397,Tom Cruise,Lockere Geschäfte,1983,"['Comedy', 'Crime', 'Drama']",6.8
398,Tom Cruise,Outsider: Rebellen ohne Grund,1983,"['Crime', 'Drama']",7.0
399,Tom Cruise,Die Aufreißer von der Highschool,1982,"['Comedy', 'Drama']",4.9
400,Tom Cruise,Die Kadetten von Bunker Hill,1981,['Drama'],6.8
401,Tom Cruise,Endless Love,1981,"['Drama', 'Romance']",4.9
402,John Travolta,Cash Out,2024,['Action'],4.7
403,John Travolta,Mob Land,2023,"['Action', 'Crime', 'Thriller']",5.3
404,John Travolta,Die Hart,2023,"['Action', 'Comedy']",5.2
405,John Travolta,Paradise City: Endstation Rache,2022,"['Action', 'Thriller']",3.7
406,John Travolta,The Fanatic,2019,"['Crime', 'Drama', 'Horror']",4.1
407,John Travolta,The Poison Rose,2019,"['Crime', 'Mystery', 'Thriller']",4.8
408,John Travolta,Burning Speed - Sieg um jeden Preis,2019,"['Action', 'Drama', 'Sport']",4.5
409,John Travolta,Speed Kills,2018,"['Action', 'Crime', 'Drama']",4.3
410,John Travolta,Gotti,2018,"['Biography', 'Crime', 'Drama']",4.8
411,John Travolta,Rage: Tage der Vergeltung,2016,"['Action', 'Thriller']",5.4
412,John Travolta,In a Valley of Violence,2016,"['Action', 'Western']",6.1
413,John Travolta,Criminal Activities,2015,"['Crime', 'Drama', 'Thriller']",5.8
414,John Travolta,Der Sturm - Life on the Line,2015,"['Action', 'Thriller']",5.2
415,John Travolta,Der Auftrag - Für einen letzten Coup ist es nie zu spät!,2014,"['Crime', 'Drama', 'Thriller']",5.8
416,John Travolta,Killing Season,2013,"['Action', 'Drama', 'Thriller']",5.4
417,John Travolta,Savages,2012,"['Action', 'Crime', 'Drama']",6.4
418,John Travolta,From Paris with Love,2010,"['Action', 'Crime', 'Thriller']",6.4
419,John Travolta,Old Dogs - Daddy oder Deal,2009,"['Comedy', 'Family']",5.3
420,John Travolta,Die Entführung der U-Bahn Pelham 1 2 3,2009,"['Action', 'Crime', 'Thriller']",6.4
421,John Travolta,Bolt: Ein Hund für alle Fälle,2008,"['Animation', 'Adventure', 'Comedy']",6.8
422,John Travolta,Hairspray,2007,"['Comedy', 'Drama', 'Musical']",6.7
423,John Travolta,Born to Be Wild - Saumäßig unterwegs,2007,"['Action', 'Adventure', 'Comedy']",5.8
424,John Travolta,Lonely Hearts Killers,2006,"['Biography', 'Crime', 'Drama']",6.4
425,John Travolta,Be Cool - Jeder ist auf der Suche nach dem nächsten großen Hit,2005,"['Comedy', 'Crime', 'Music']",5.6
426,John Travolta,Im Feuer,2004,"['Action', 'Drama', 'Thriller']",6.5
427,John Travolta,Lovesong für Bobby Long,2004,['Drama'],7.1
428,John Travolta,The Punisher,2004,"['Action', 'Crime', 'Drama']",6.4
429,John Travolta,Basic - Hinter jeder Lüge eine Wahrheit,2003,"['Action', 'Crime', 'Drama']",6.4
430,John Travolta,Austin Powers in Goldständer,2002,"['Action', 'Adventure', 'Comedy']",6.2
431,John Travolta,Tödliches Vertrauen,2001,"['Crime', 'Thriller']",5.6
432,John Travolta,Passwort: Swordfish,2001,"['Action', 'Crime', 'Thriller']",6.5
433,John Travolta,Lucky Numbers,2000,"['Comedy', 'Crime']",5.1
434,John Travolta,Battlefield Earth - Kampf um die Erde,2000,"['Action', 'Adventure', 'Sci-Fi']",2.5
435,John Travolta,Wehrlos - Die Tochter des Generals,1999,"['Crime', 'Drama', 'Mystery']",6.4
436,John Travolta,Zivilprozeß,1998,"['Biography', 'Drama']",6.6
437,John Travolta,Der schmale Grat,1998,"['Drama', 'History', 'War']",7.6
438,John Travolta,Willkommen in Hollywood,1998,['Comedy'],4.9
439,John Travolta,Mit aller Macht,1998,"['Comedy', 'Drama']",6.7
440,John Travolta,Mad City,1997,"['Crime', 'Drama', 'Thriller']",6.3
441,John Travolta,Im Körper des Feindes,1997,"['Action', 'Crime', 'Sci-Fi']",7.3
442,John Travolta,She's So Lovely - Alles aus Liebe,1997,"['Drama', 'Romance']",5.9
443,John Travolta,Michael,1996,"['Comedy', 'Drama', 'Fantasy']",5.7
444,John Travolta,Phenomenon - Das Unmögliche wird wahr,1996,"['Drama', 'Fantasy', 'Romance']",6.4
445,John Travolta,Operation: Broken Arrow,1996,"['Action', 'Adventure', 'Thriller']",6.1
446,John Travolta,Schnappt Shorty,1995,"['Comedy', 'Crime', 'Thriller']",6.9
447,John Travolta,Straße der Rache,1995,"['Drama', 'Thriller']",5.3
448,John Travolta,Pulp Fiction,1994,"['Crime', 'Drama']",8.9
449,John Travolta,Kuck' mal wer da jetzt spricht!,1993,"['Comedy', 'Family', 'Romance']",4.4
450,John Travolta,Shout,1991,"['Drama', 'Music', 'Romance']",5.2
451,John Travolta,Ein Deal auf Leben und Tod,1991,['Drama'],5.2
452,John Travolta,"Kuck' mal, wer da spricht 2",1990,"['Comedy', 'Family', 'Romance']",4.7
453,John Travolta,Gewalt der Straße,1990,"['Action', 'Crime', 'Drama']",5.1
454,John Travolta,Kuck' mal wer da spricht!,1989,['Comedy'],5.9
455,John Travolta,Die Experten,1989,['Comedy'],4.9
456,John Travolta,Perfect,1985,"['Drama', 'Romance']",4.7
457,John Travolta,Zwei vom gleichen Schlag,1983,"['Comedy', 'Fantasy', 'Romance']",4.7
458,John Travolta,Staying Alive,1983,"['Drama', 'Music', 'Romance']",4.8
459,John Travolta,Blow Out - Der Tod löscht alle Spuren,1981,"['Crime', 'Drama', 'Mystery']",7.4
460,John Travolta,Urban Cowboy,1980,"['Drama', 'Romance', 'Western']",6.4
461,John Travolta,Von Augenblick zu Augenblick,1978,"['Drama', 'Romance']",3.1
462,John Travolta,Grease,1978,"['Comedy', 'Musical', 'Romance']",7.2
463,John Travolta,Nur Samstag Nacht,1977,"['Drama', 'Music']",6.8
464,John Travolta,Carrie: Des Satans jüngste Tochter,1976,"['Horror', 'Mystery']",7.4
465,John Travolta,"Nachts, wenn die Leichen schreien",1975,['Horror'],5.1
466,Arnold Schwarzenegger,Terminator: Dark Fate,2019,"['Action', 'Adventure', 'Sci-Fi']",6.2
467,Arnold Schwarzenegger,The Iron Mask,2019,"['Action', 'Adventure', 'Fantasy']",4.7
468,Arnold Schwarzenegger,Killing Gunther,2017,"['Action', 'Comedy', 'Thriller']",4.8
469,Arnold Schwarzenegger,Vendetta: Alles was ihm blieb war Rache,2017,"['Drama', 'Mystery', 'Thriller']",5.7
470,Arnold Schwarzenegger,Terminator - Genisys,2015,"['Action', 'Adventure', 'Sci-Fi']",6.3
471,Arnold Schwarzenegger,Maggie,2015,"['Drama', 'Horror', 'Sci-Fi']",5.6
472,Arnold Schwarzenegger,The Expendables 3,2014,"['Action', 'Adventure', 'Thriller']",6.1
473,Arnold Schwarzenegger,Sabotage,2014,"['Action', 'Crime', 'Drama']",5.7
474,Arnold Schwarzenegger,Escape Plan,2013,"['Action', 'Thriller']",6.7
475,Arnold Schwarzenegger,The Last Stand,2013,"['Action', 'Thriller', 'Western']",6.3
476,Arnold Schwarzenegger,The Expendables 2,2012,"['Action', 'Adventure', 'Thriller']",6.6
477,Arnold Schwarzenegger,The Expendables,2010,"['Action', 'Adventure', 'Thriller']",6.4
478,Arnold Schwarzenegger,The Kid & I,2005,['Comedy'],5.2
479,Arnold Schwarzenegger,In 80 Tagen um die Welt,2004,"['Action', 'Adventure', 'Comedy']",5.9
480,Arnold Schwarzenegger,Welcome to the Jungle,2003,"['Action', 'Adventure', 'Comedy']",6.7
481,Arnold Schwarzenegger,Terminator 3: Rebellion der Maschinen,2003,"['Action', 'Sci-Fi']",6.3
482,Arnold Schwarzenegger,Collateral Damage - Zeit der Vergeltung,2002,"['Action', 'Drama', 'Thriller']",5.5
483,Arnold Schwarzenegger,The 6th Day,2000,"['Action', 'Mystery', 'Sci-Fi']",5.9
484,Arnold Schwarzenegger,End of Days - Nacht ohne morgen,1999,"['Action', 'Fantasy', 'Horror']",5.8
485,Arnold Schwarzenegger,Batman & Robin,1997,"['Action', 'Sci-Fi']",3.8
486,Arnold Schwarzenegger,Versprochen ist versprochen,1996,"['Adventure', 'Comedy', 'Family']",5.7
487,Arnold Schwarzenegger,Eraser,1996,"['Action', 'Crime', 'Thriller']",6.2
488,Arnold Schwarzenegger,Junior,1994,"['Comedy', 'Romance', 'Sci-Fi']",4.7
489,Arnold Schwarzenegger,True Lies - Wahre Lügen,1994,"['Action', 'Comedy', 'Thriller']",7.3
490,Arnold Schwarzenegger,Last Action Hero,1993,"['Action', 'Adventure', 'Comedy']",6.5
491,Arnold Schwarzenegger,Terminator 2: Tag der Abrechnung,1991,"['Action', 'Adventure', 'Sci-Fi']",8.6
492,Arnold Schwarzenegger,Kindergarten Cop,1990,"['Action', 'Comedy', 'Crime']",6.2
493,Arnold Schwarzenegger,Total Recall - Die totale Erinnerung,1990,"['Action', 'Adventure', 'Sci-Fi']",7.5
494,Arnold Schwarzenegger,Twins - Zwillinge,1988,"['Comedy', 'Crime']",6.2
495,Arnold Schwarzenegger,Red Heat,1988,"['Action', 'Comedy', 'Crime']",6.1
496,Arnold Schwarzenegger,Running Man,1987,"['Action', 'Sci-Fi', 'Thriller']",6.6
497,Arnold Schwarzenegger,Predator,1987,"['Action', 'Adventure', 'Horror']",7.8
498,Arnold Schwarzenegger,Der City Hai,1986,"['Action', 'Crime', 'Thriller']",5.6
499,Arnold Schwarzenegger,Phantom Kommando,1985,"['Action', 'Adventure', 'Thriller']",6.7
500,Arnold Schwarzenegger,Red Sonja,1985,"['Action', 'Adventure', 'Fantasy']",5.1
501,Arnold Schwarzenegger,Terminator,1984,"['Action', 'Adventure', 'Sci-Fi']",8.1
502,Arnold Schwarzenegger,Conan der Zerstörer,1984,"['Action', 'Adventure', 'Fantasy']",5.9
503,Arnold Schwarzenegger,"Conan, der Barbar",1982,"['Action', 'Adventure', 'Fantasy']",6.9
504,Arnold Schwarzenegger,Scavenger Hunt,1979,['Comedy'],5.8
505,Arnold Schwarzenegger,Kaktus Jack,1979,"['Comedy', 'Western']",5.3
506,Arnold Schwarzenegger,Mister Universum,1976,"['Comedy', 'Drama']",5.6
507,Arnold Schwarzenegger,Der Tod kennt keine Wiederkehr,1973,"['Comedy', 'Crime', 'Drama']",7.5
508,Arnold Schwarzenegger,Hercules in New York,1970,"['Adventure', 'Comedy', 'Fantasy']",3.3
509,Sylvester Stallone,The Expendables 4,2023,"['Action', 'Adventure', 'Thriller']",4.8
510,Sylvester Stallone,Guardians of the Galaxy Vol. 3,2023,"['Action', 'Adventure', 'Comedy']",7.9
511,Sylvester Stallone,Samaritan,2022,"['Action', 'Drama', 'Fantasy']",5.7
512,Sylvester Stallone,The Suicide Squad,2021,"['Action', 'Adventure', 'Comedy']",7.2
513,Sylvester Stallone,Rambo: Last Blood,2019,"['Action', 'Crime', 'Thriller']",6.1
514,Sylvester Stallone,Escape Plan: The Extractors,2019,"['Action', 'Crime', 'Thriller']",4.4
515,Sylvester Stallone,Backtrace,2018,"['Action', 'Crime', 'Drama']",3.8
516,Sylvester Stallone,Creed II: Rocky's Legacy,2018,"['Action', 'Drama', 'Sport']",7.1
517,Sylvester Stallone,Escape Plan 2: Hades,2018,"['Action', 'Crime', 'Mystery']",3.9
518,Sylvester Stallone,Ein tierischer Zirkus,2017,"['Animation', 'Adventure', 'Comedy']",5.8
519,Sylvester Stallone,Guardians of the Galaxy Vol. 2,2017,"['Action', 'Adventure', 'Comedy']",7.6
520,Sylvester Stallone,Ratchet & Clank,2016,"['Animation', 'Action', 'Adventure']",5.5
521,Sylvester Stallone,Creed: Rocky's Legacy,2015,"['Action', 'Drama', 'Sport']",7.6
522,Sylvester Stallone,Reach Me - Stop at Nothing,2014,"['Comedy', 'Crime', 'Drama']",4.9
523,Sylvester Stallone,The Expendables 3,2014,"['Action', 'Adventure', 'Thriller']",6.1
524,Sylvester Stallone,Zwei vom alten Schlag,2013,"['Comedy', 'Drama', 'Sport']",6.4
525,Sylvester Stallone,Escape Plan,2013,"['Action', 'Thriller']",6.7
526,Sylvester Stallone,Shootout - Keine Gnade,2012,"['Action', 'Crime', 'Thriller']",5.7
527,Sylvester Stallone,The Expendables 2,2012,"['Action', 'Adventure', 'Thriller']",6.6
528,Sylvester Stallone,Der Zoowärter,2011,"['Comedy', 'Family', 'Fantasy']",5.2
529,Sylvester Stallone,The Expendables,2010,"['Action', 'Adventure', 'Thriller']",6.4
530,Sylvester Stallone,Kambakkht Ishq,2009,"['Action', 'Comedy', 'Romance']",3.8
531,Sylvester Stallone,John Rambo,2008,"['Action', 'Adventure', 'Thriller']",7.0
532,Sylvester Stallone,Rocky Balboa,2006,"['Action', 'Drama', 'Sport']",7.1
533,Sylvester Stallone,Spy Kids 3: Game Over,2003,"['Action', 'Adventure', 'Comedy']",4.4
534,Sylvester Stallone,Shade,2003,"['Crime', 'Thriller']",6.3
535,Sylvester Stallone,Taxi 3,2003,"['Action', 'Comedy', 'Crime']",5.8
536,Sylvester Stallone,Avenging Angelo - Die Liebe eines Bodyguard,2002,"['Action', 'Comedy', 'Crime']",5.1
537,Sylvester Stallone,D-Tox - Im Auge der Angst,2002,"['Crime', 'Thriller']",5.3
538,Sylvester Stallone,Driven,2001,"['Action', 'Drama', 'Sport']",4.6
539,Sylvester Stallone,Get Carter - Die Wahrheit tut weh,2000,"['Action', 'Crime', 'Drama']",5.1
540,Sylvester Stallone,Antz,1998,"['Animation', 'Adventure', 'Comedy']",6.5
541,Sylvester Stallone,The Good Life,1997,"['Comedy', 'Crime']",4.5
542,Sylvester Stallone,Fahr zur Hölle Hollywood,1997,['Comedy'],3.5
543,Sylvester Stallone,Cop Land,1997,"['Crime', 'Drama', 'Thriller']",7.0
544,Sylvester Stallone,Daylight,1996,"['Action', 'Adventure', 'Drama']",5.9
545,Sylvester Stallone,Assassins - Die Killer,1995,"['Action', 'Crime', 'Thriller']",6.3
546,Sylvester Stallone,Judge Dredd,1995,"['Action', 'Crime', 'Sci-Fi']",5.6
547,Sylvester Stallone,The Specialist,1994,"['Action', 'Drama', 'Thriller']",5.6
548,Sylvester Stallone,Demolition Man,1993,"['Action', 'Sci-Fi', 'Thriller']",6.7
549,Sylvester Stallone,Cliffhanger - Nur die Starken überleben,1993,"['Action', 'Adventure', 'Thriller']",6.5
550,Sylvester Stallone,Stop! Oder meine Mami schießt!,1992,"['Action', 'Comedy']",4.4
551,Sylvester Stallone,Oscar - Vom Regen in die Traufe,1991,"['Comedy', 'Crime']",6.5
552,Sylvester Stallone,Rocky V,1990,"['Drama', 'Sport']",5.4
553,Sylvester Stallone,Tango und Cash,1989,"['Action', 'Comedy', 'Crime']",6.4
554,Sylvester Stallone,Lock Up,1989,"['Action', 'Crime', 'Drama']",6.4
555,Sylvester Stallone,Rambo III,1988,"['Action', 'Adventure', 'Thriller']",5.8
556,Sylvester Stallone,Over the Top: Mein Daddy schlägt sie alle,1987,"['Action', 'Drama', 'Sport']",5.8
557,Sylvester Stallone,Die City-Cobra,1986,"['Action', 'Crime', 'Thriller']",5.8
558,Sylvester Stallone,Rocky IV - Der Kampf des Jahrhunderts,1985,"['Drama', 'Sport']",6.9
559,Sylvester Stallone,Rambo II - Der Auftrag,1985,"['Action', 'Adventure', 'Thriller']",6.5
560,Sylvester Stallone,Der Senkrechtstarter,1984,"['Comedy', 'Music']",4.0
561,Sylvester Stallone,Staying Alive,1983,"['Drama', 'Music', 'Romance']",4.8
562,Sylvester Stallone,Rambo,1982,"['Action', 'Adventure', 'Thriller']",7.7
563,Sylvester Stallone,Rocky III - Das Auge des Tigers,1982,"['Drama', 'Sport']",6.8
564,Sylvester Stallone,Flucht oder Sieg,1981,"['Drama', 'Sport', 'War']",6.6
565,Sylvester Stallone,Nachtfalken,1981,"['Action', 'Crime', 'Thriller']",6.3
566,Sylvester Stallone,Rocky II,1979,"['Drama', 'Sport']",7.3
567,Sylvester Stallone,Vorhof zum Paradies,1978,['Drama'],5.7
568,Sylvester Stallone,F.I.S.T. - Ein Mann geht seinen Weg,1978,"['Crime', 'Drama', 'Thriller']",6.4
569,Sylvester Stallone,Rocky,1976,"['Drama', 'Sport']",8.1
570,Sylvester Stallone,Cannonball,1976,"['Action', 'Comedy', 'Crime']",5.5
571,Sylvester Stallone,"Fahr zur Hölle, Liebling",1975,"['Crime', 'Mystery', 'Thriller']",7.0
572,Sylvester Stallone,Frankensteins Todesrennen,1975,"['Action', 'Comedy', 'Sci-Fi']",6.2
573,Sylvester Stallone,Capone,1975,"['Biography', 'Crime', 'Drama']",5.7
574,Sylvester Stallone,Das Nervenbündel,1975,['Comedy'],6.7
575,Sylvester Stallone,Brooklyn Blues - Das Gesetz der Gosse,1974,"['Comedy', 'Drama', 'Romance']",5.6
576,Sylvester Stallone,Der letzte Ausweg,1973,"['Drama', 'Thriller']",4.0
577,Sylvester Stallone,Bananas,1971,['Comedy'],6.9
578,Sylvester Stallone,The Sidelong Glances of a Pigeon Kicker,1970,['Comedy'],6.0
579,Sylvester Stallone,Randy - Die Sexabenteuer des Sylvester Stallone,1970,"['Comedy', 'Drama', 'Romance']",2.4
580,Sylvester Stallone,M*A*S*H,1970,"['Comedy', 'Drama', 'War']",7.4
581,Sylvester Stallone,The Square Root,1969,['Drama'],5.4
582,Kate Winslet,Die Fotografin,2023,"['Biography', 'Drama', 'History']",6.9
583,Kate Winslet,Avatar: The Way of Water,2022,"['Action', 'Adventure', 'Fantasy']",7.5
584,Kate Winslet,Black Beauty,2020,"['Drama', 'Family']",6.4
585,Kate Winslet,Ammonite,2020,"['Drama', 'History', 'Romance']",6.5
586,Kate Winslet,Blackbird: Eine Familiengeschichte,2019,['Drama'],6.6
587,Kate Winslet,Manou - flieg' flink!,2019,"['Animation', 'Adventure', 'Comedy']",5.4
588,Kate Winslet,Buttons,2018,"['Drama', 'Family', 'Fantasy']",5.4
589,Kate Winslet,Wonder Wheel,2017,"['Drama', 'Romance']",6.2
590,Kate Winslet,Zwischen zwei Leben,2017,"['Drama', 'Thriller']",6.4
591,Kate Winslet,Mary und die Blume der Hexen,2017,"['Animation', 'Adventure', 'Family']",6.8
592,Kate Winslet,Verborgene Schönheit,2016,"['Drama', 'Romance']",6.8
593,Kate Winslet,Triple 9,2016,"['Action', 'Crime', 'Drama']",6.3
594,Kate Winslet,The Dressmaker - Die Schneiderin,2015,"['Comedy', 'Drama', 'Western']",7.0
595,Kate Winslet,Steve Jobs,2015,"['Biography', 'Drama']",7.2
596,Kate Winslet,Die Bestimmung - Insurgent,2015,"['Action', 'Adventure', 'Sci-Fi']",6.2
597,Kate Winslet,Die Gärtnerin von Versailles,2014,"['Drama', 'Romance']",6.5
598,Kate Winslet,Die Bestimmung - Divergent,2014,"['Action', 'Adventure', 'Mystery']",6.6
599,Kate Winslet,Labor Day,2013,"['Drama', 'Romance', 'Thriller']",6.9
600,Kate Winslet,Movie 43,2013,['Comedy'],4.3
601,Kate Winslet,Contagion,2011,"['Drama', 'Thriller']",6.8
602,Kate Winslet,Der Gott des Gemetzels,2011,"['Comedy', 'Drama']",7.1
603,Kate Winslet,Zeiten des Aufruhrs,2008,"['Drama', 'Romance']",7.3
604,Kate Winslet,Der Vorleser,2008,"['Drama', 'Mystery', 'Romance']",7.6
605,Kate Winslet,New York für Anfänger,2008,"['Biography', 'Comedy', 'Drama']",6.4
606,Kate Winslet,Der Fuchs und das Mädchen,2007,"['Drama', 'Family']",6.8
607,Kate Winslet,Liebe braucht keine Ferien,2006,"['Comedy', 'Romance']",6.9
